Stimulus;Q_ID;Question;Q_Importance;Participant_ID;Group;Subgroup;Participant_Robot_Experience;Participant_Avg_Attitudes_S;Participant_Average_Attitudes_P
vid6;Q1;are you able to determine what items belong in a different room;4.0;p83;what-abilities;extra-ability;3;5.8;4.0
vid6;Q1;What is your sorting criteria when you put away the toys?;3.0;p87;how-did-you-decide;goal-properties;1;5.2;3.2
vid6;Q1;Are you able to place items down gentler to avoid damaging certain items? ;3.0;p89;what-abilities;ability-modification;3;5.2;5.4
vid6;Q1;Do you know where everything belongs?;4.0;p92;mental-state;check-understanding/beliefs;1;5.2;4.2
vid6;Q1;How do you decide what goes into each drawer?;5.0;p95;how-did-you-decide;goal-objects;2;5.6;5.6
vid6;Q1;How long did it take you to tidy the room?;2.0;p99;time;how-long;1;5.6;4.8
vid6;Q2;is the room properly tidied?;5.0;p21;self/task-assessment;success;3;7.0;5.6
vid6;Q2;How much time do you spend in doing one task?;2.0;p24;time;how-long;1;4.8;4.6
vid6;Q2;did you lock the drawers afterwards?;2.0;p26;execution-details;what-actions;2;5.6;4.8
vid6;Q2;Where did you put the panda?;4.0;p31;execution-details;what-location;4;7.0;5.4
vid6;Q2;What order will you follow to tidy up?;4.0;p32;execution-details;what-action-order;4;5.4;4.2
vid6;Q2;Do you feel dropping items randomly in drawers without any consideration is a good way of tidying up?;4.0;p36;self/task-assessment;performance;1;4.6;3.0
vid6;Q2;The task you are doing you packing in order?;3.0;p40;execution-details;what-action-order;5;6.0;6.0
vid6;Q2;did you do it carefully;5.0;p41;self/task-assessment;performance;1;6.4;3.4
vid6;Q2;How long does it take to clean an entire room?;5.0;p45;time;how-long;5;6.0;6.2
vid6;Q2;How did you know what needed to be cleaned up? ;3.0;p46;how-did-you-know;goal-objects;1;4.8;4.4
vid6;Q2;What happens if you drop any items?;4.0;p47;potential-issues;what-if;3;5.0;4.6
vid6;Q2;How do you let humans know that you are done cleaning  up ?;5.0;p51;technical-details;how-does-it-work;1;5.6;6.2
vid6;Q2;Do you ever mistakenly misplace things?;4.0;p52;potential-issues;does-it-happen-that;5;6.0;6.2
vid6;Q2;Why did you use a cloth to clean the counter but a brush on the floor?;4.0;p54;why;why-did-you;4;4.6;4.4
vid6;Q2;How did you decide which toys to select?;2.0;p58;how-did-you-decide;goal-objects;1;5.8;4.6
vid6;Q2;Are you able to put away all the toys and trinkets?;3.0;p59;what-abilities;ability-modification;3;3.2;2.8
vid6;Q2;Did you check that the toys are supposed to go in this set of drawers and not somewhere else?;2.0;p64;self/task-assessment;did-you-ensure;1;5.0;4.4
vid6;Q2;If it can remember where it placed each item?;2.0;p68;execution-details;what-location;3;5.2;4.2
vid6;Q2;Were there any other tasks besides picking up toys to tidy up the room?;4.0;p70;execution-details;what-actions;5;5.8;3.8
vid6;Q2;what happens if these objects fall beyond the reach of your robotic hands?;2.0;p71;potential-issues;what-if;3;4.6;5.4
vid6;Q2;Why you choose to open shelves in such order instead of choosing other pattern ?;2.0;p81;why, why;why-not-alternative, why-action-order;1;6.2;1.8
vid6;Q2;How can you tell those items belong there;4.0;p83;how-did-you-know;goal-properties;3;5.8;4.0
vid6;Q2;Do you think you might break the toys if you let them drop from a height?;3.0;p87;mental-state;check-understanding/beliefs;1;5.2;3.2
vid6;Q2;How have you organised my things?;3.0;p89;execution-details;how-was-it-done;3;5.2;5.4
vid6;Q2;How do you know if you have put things back in the correct place?;4.0;p92;how-did-you-know;goal-achieved;1;5.2;4.2
vid6;Q2;Did you throw out the trash?;3.0;p99;execution-details;what-actions;1;5.6;4.8
vid6;Q3;did you put each item in the right place;5.0;p21;self/task-assessment;correctness;3;7.0;5.6
vid6;Q3;How did you figure out what to do without being told?;4.0;p24;how-did-you-know;steps-to-take;1;4.8;4.6
vid6;Q3;how do you allocate items to their correct locations?;4.0;p26;how-did-you-decide;goal-properties;2;5.6;4.8
vid6;Q3;How did you decide where to put the items?;4.0;p31;how-did-you-decide;goal-properties;4;7.0;5.4
vid6;Q3;Are you okay?;3.0;p32;mental-state;emotions;4;5.4;4.2
vid6;Q3;What other ways are you programmed to tidy up a room?;4.0;p36;what-abilities;ability-modification;1;4.6;3.0
vid6;Q3;How are you programmed to do the task?;4.0;p40;technical-details;how-does-it-work;5;6.0;6.0
vid6;Q3;did you break anything;5.0;p41;self/task-assessment;correctness;1;6.4;3.4
vid6;Q3;Would you get tired from cleaning?;5.0;p45;mental-state;emotions;5;6.0;6.2
vid6;Q3;What is the purpose of cleaning up? ;3.0;p46;why;why-did-you;1;4.8;4.4
vid6;Q3;Do you feel a sense of responsibility for this task?;3.0;p47;mental-state;emotions;3;5.0;4.6
vid6;Q3;What do you do if you detect  a hazard?;5.0;p51;potential-issues;what-if;1;5.6;6.2
vid6;Q3;Do you forget to do things sometimes?;4.0;p52;potential-issues;does-it-happen-that;5;6.0;6.2
vid6;Q3;How do you decide whether to interrupt your task to respond to an unexpected event, like a spill or a pet walking in?;4.0;p54;how-did-you-decide;steps-to-take;4;4.6;4.4
vid6;Q3;How quickly can you do the task?;4.0;p58;time;how-long;1;5.8;4.6
vid6;Q3;Are you able to move fully?;4.0;p59;what-abilities;extra-ability;3;3.2;2.8
vid6;Q3;CAN IT USE CLEANING EUIPMENT E.G BROOMS ...;4.0;p63;what-abilities;extra-ability;6;4.6;3.8
vid6;Q3;Did you check that all toys were undamaged before putting them away?;3.0;p64;self/task-assessment;did-you-ensure;1;5.0;4.4
vid6;Q3;All the tasks it managed to do and its productivity. ;3.0;p68;self/task-assessment;performance;3;5.2;4.2
vid6;Q3;How do you know whether an object is out of place?;3.0;p71;how-did-you-know;object-properties;3;4.6;5.4
vid6;Q3;Why did you put toys into shelves and close them?;2.0;p81;why;why-did-you;1;6.2;1.8
vid6;Q3;Can you get me a glass of water when i want it;2.0;p83;what-abilities;extra-ability;3;5.8;4.0
vid6;Q3;How can you tell how fragile the toys are when you pick them up?;3.0;p87;how-did-you-know;object-properties;1;5.2;3.2
vid6;Q3;Do you have any suggestion on how to better organise my things?;2.0;p89;mental-state;ideas;3;5.2;5.4
vid6;Q3;What do you do if you come across an unfamiliar object and are unsure of where this should be put?;4.0;p92;potential-issues;what-if;1;5.2;4.2
vid6;Q3;Who programs the robot to put the items away? ;2.0;p95;technical-details;who-has-control;2;5.6;5.6
vid6;Q3;Did you make the beds?;4.0;p99;execution-details;what-actions;1;5.6;4.8
vid6;Q4;Do you understand the task you need to do?;2.0;p32;mental-state;check-understanding/beliefs;4;5.4;4.2
vid6;Q4;How do you communicate your process to humans or other robots ;5.0;p51;technical-details;how-does-it-work;1;5.6;6.2
vid6;Q4;Do you get distracted?;4.0;p52;potential-issues;does-it-happen-that;5;6.0;6.2
vid6;Q4;how do you decide when a room is “tidy enough”?;4.0;p71;how-did-you-decide;goal-achieved;3;4.6;5.4
vid6;Q4;Could you organise the toys inside the drawers better?;3.0;p87;self/task-assessment;performance;1;5.2;3.2
vid6;Q4;Did you encounter any problems whilst tidying away my things?;2.0;p89;self/task-assessment;problems;3;5.2;5.4
vid6;Q4;How can changes be made to the system so you can detect a new order for cjeaning?;2.0;p95;technical-details;how-does-it-work;2;5.6;5.6
vid6;Q4;Did you throw out the trash?;3.0;p99;execution-details;what-actions;1;5.6;4.8
vid7;Q1;Did you make sure there weren't any leftover clothes?;5.0;p22;self/task-assessment;did-you-ensure;1;4.2;4.6
vid7;Q1;How easy or interesting it is to complete the task?;5.0;p25;self/task-assessment, mental-state;difficulty, emotions;3;7.0;7.0
vid7;Q1;Can it recognize clothes that are still stained or dirty and place them separate from the others?;4.0;p29;what-abilities;extra-ability;3;6.6;5.8
vid7;Q1;Were any of my shirts in the washing machine? ;4.0;p30;environment-state;object-properties;1;6.8;5.0
vid7;Q1;What steps will you take to remove the laundry?;3.0;p32;future-actions;what-next;4;5.4;4.2
vid7;Q1;How sure are you that you are not going to cause any damage to the clothes or washing mashing door?;5.0;p34;self/task-assessment;confidence;2;5.8;4.0
vid7;Q1;What will you do next with clothes from the washing machine?;4.0;p35;future-actions;what-next;5;7.0;6.0
vid7;Q1;When was the laundry last collected?;5.0;p37;time;at-what-time;2;6.2;4.6
vid7;Q1;Where did you put the clothes?;5.0;p42;execution-details;what-location;1;4.2;2.8
vid7;Q1;Where the clothes properly washed.;4.0;p43;self/task-assessment;correctness;3;4.6;4.0
vid7;Q1;Do you know how to seperate lights from darks;4.0;p47;what-abilities;extra-ability;3;5.0;4.6
vid7;Q1;Do you think you're capable of handwashing clothes?;3.0;p49;what-abilities;extra-ability;4;5.6;6.2
vid7;Q1;How do you know you have removed all the laundry in the washing machine ?;5.0;p51;how-did-you-know;goal-achieved;1;5.6;6.2
vid7;Q1;What do you do with the clothes you took from the washing machine?;4.0;p55;future-actions;what-next;6;7.0;6.2
vid7;Q1;Did you not put the wet clothes into the tumble dryer?;3.0;p57;execution-details;what-actions;1;5.6;3.8
vid7;Q1;Are you able to grab the clothes?;4.0;p59;what-abilities;extra-ability;3;3.2;2.8
vid7;Q1;How clean are the clothes;4.0;p62;environment-state;object-properties;3;6.6;4.8
vid7;Q1;CAN IT OPERATE THE WASHING MACHINE APART APART TAKING THE CLOTHES OUT ONLY;4.0;p63;what-abilities;extra-ability;6;4.6;3.8
vid7;Q1;Why the robot did not leave the machine door open to allow it to air out preventing mold.;4.0;p68;why;why-not-alternative;3;5.2;4.2
vid7;Q1;Why did you move the clothes to the other washing machine instead of putting them somewhere else?;5.0;p74;why;why-not-alternative;5;6.8;5.4
vid7;Q1;Can you separate the clothes by colour?;4.0;p77;what-abilities;extra-ability;1;6.6;5.4
vid7;Q1;How do you know when the washing machine has finished washing?;4.0;p79;how-did-you-know;goal-achieved;1;5.6;4.2
vid7;Q1;Can you see all levels clearly?;3.0;p85;self/task-assessment;correctness;1;7.0;6.0
vid7;Q1;Do you load the washing as well?;4.0;p88;execution-details;what-actions;1;4.6;3.8
vid7;Q1;How do you know when the clothes are ready to take out of the dryer?;5.0;p91;how-did-you-know;goal-achieved;3;5.0;4.2
vid7;Q1;is the washing machine switched off?;3.0;p98;environment-state;object-properties;1;5.0;4.6
vid7;Q2;Did you make sure to put dryer sheets in?;4.0;p22;self/task-assessment;did-you-ensure;1;4.2;4.6
vid7;Q2;How do you know that the clothes are ready to be removed from the machine and they are clean?;5.0;p25;how-did-you-know;goal-achieved;3;7.0;7.0
vid7;Q2;How will the robot handle clothes it hand drops, is this simply ignored?;2.0;p29;potential-issues;what-if;3;6.6;5.8
vid7;Q2;How dry did the clothes feel from the spin cycle? ;3.0;p30;environment-state;object-properties;1;6.8;5.0
vid7;Q2;What's you plan?;3.0;p32;future-actions;what-next;4;5.4;4.2
vid7;Q2;How do you know the washing machine is done with the rinse cycle and the clothes can be taken out?;4.0;p34;how-did-you-know;goal-achieved;2;5.8;4.0
vid7;Q2;Did you power off the washing machine?;4.0;p35;execution-details;what-actions;5;7.0;6.0
vid7;Q2;What colour and type of items were in the laundry machine, were my socks there or my bedding sheets?;5.0;p37;environment-state;availability;2;6.2;4.6
vid7;Q2;Did you fold or hang up the clothes?;5.0;p42;execution-details;what-actions;1;4.2;2.8
vid7;Q2;Where do I dry them?;4.0;p43;environment-state;advice;3;4.6;4.0
vid7;Q2;Are you careful to not get water on you?;4.0;p47;self/task-assessment;did-you-ensure;3;5.0;4.6
vid7;Q2;Where do you put the laundry when you're done?;4.0;p49;execution-details;what-location;4;5.6;6.2
vid7;Q2;How do you make sure that you don't  damage  any clothes while emptying the washing machine? ;5.0;p51;potential-issues;how-to-ensure-correctness;1;5.6;6.2
vid7;Q2;How gentle should you be with the clothes?;3.0;p55;mental-state;check-understanding/beliefs;6;7.0;6.2
vid7;Q2;Did you hang the clothes up to dry outside?;3.0;p57;execution-details;what-actions;1;5.6;3.8
vid7;Q2;Ar you able to open and close the door?;4.0;p59;what-abilities;extra-ability;3;3.2;2.8
vid7;Q2;Are the clothes properly dried;4.0;p62;environment-state;object-properties;3;6.6;4.8
vid7;Q2;IS IT CONTROLLED OR ALSO INSTRUCTED ON HOW TO OPEN THE WASHINE MACHINE AND CLOSE ITS DOOR ;3.0;p63;technical-details;who-has-control;6;4.6;3.8
vid7;Q2;Why the basket wasn't placed directly under the machine to increase productivity? ;3.0;p68;why;why-not-alternative;3;5.2;4.2
vid7;Q2;How did you make sure you got every single item out of the first washing machine?;5.0;p74;potential-issues;how-to-ensure-correctness;5;6.8;5.4
vid7;Q2;Can you separate the clothes by its material?;4.0;p77;what-abilities;extra-ability;1;6.6;5.4
vid7;Q2;Where did you get the basket from to put the washing into?;4.0;p79;execution-details;what-location;1;5.6;4.2
vid7;Q2;How much space is needed for the task?;4.0;p85;future-actions;requirements;1;7.0;6.0
vid7;Q2;Does the clothes look clean?;3.0;p88;environment-state;object-properties;1;4.6;3.8
vid7;Q2;Can you take the clothes out of the dryer at specific times?;5.0;p91;what-abilities;ability-modification;3;5.0;4.2
vid7;Q2;Could everything be tumble dried?;3.0;p93;mental-state;check-understanding/beliefs;1;6.0;2.6
vid7;Q2;where have you put the washed clothes?;4.0;p98;execution-details;what-location;1;5.0;4.6
vid7;Q3;What setting was the dryer on?;4.0;p22;environment-state;object-properties;1;4.2;4.6
vid7;Q3;Does it come across any challenges while completing the tasks?;5.0;p25;self/task-assessment;problems;3;7.0;7.0
vid7;Q3;In what ways can it adapt to problems it may run across in its duty? Is it adaptable at all?;5.0;p29;potential-issues;what-if;3;6.6;5.8
vid7;Q3;Did the clothes look or smell clean enough or do they need to go through another cycle?;4.0;p30;environment-state;object-properties;1;6.8;5.0
vid7;Q3;Will you be able to iron the clothes?;3.0;p32;what-abilities;extra-ability;4;5.4;4.2
vid7;Q3;Can you also segregate clothes into different bins based on material or color?;2.0;p34;what-abilities;extra-ability;2;5.8;4.0
vid7;Q3;Can you iron clothes if needed?;3.0;p42;what-abilities;extra-ability;1;4.2;2.8
vid7;Q3;What is the amount of clothes washed;4.0;p43;execution-details;what-quantity;3;4.6;4.0
vid7;Q3;What will happen if some water from the machine or wet clothes gets on you?;5.0;p47;potential-issues;what-if;3;5.0;4.6
vid7;Q3;What will you do if you find a foreign object  like coins or tissue in the drum ?;5.0;p51;potential-issues;what-if;1;5.6;6.2
vid7;Q3;What are you trying to accomplish?;5.0;p55;execution-details;what-goal;6;7.0;6.2
vid7;Q3;What other household chores it can do.;3.0;p57;what-abilities;ability-list;1;5.6;3.8
vid7;Q3;Are you able to move around without any problem?;3.0;p59;what-abilities;extra-ability;3;3.2;2.8
vid7;Q3;WITH THE BUSKET IS IT INTRSUCTED TO CARRY IT AS WELL;3.0;p63;execution-details;what-goal;6;4.6;3.8
vid7;Q3;If the machine was completely emptied of all clothes and how many items of clothing were removed.;3.0;p68;execution-details;what-quantity;3;5.2;4.2
vid7;Q3;Can you recognize and sort different types of clothing, like separating darks from whites, or are you only programmed for this specific action?;5.0;p74;what-abilities;extra-ability;5;6.8;5.4
vid7;Q3;What if you identify some strange objects together with the clothes?;4.0;p77;potential-issues;what-if;1;6.6;5.4
vid7;Q3;Can you put the washing into the machine in the first place?;4.0;p79;what-abilities;extra-ability;1;5.6;4.2
vid7;Q3;Can you do the task without supervision?;4.0;p85;what-abilities;ability-modification;1;7.0;6.0
vid7;Q3;Are you able to differentiate between dirty and clean clothes? ;4.0;p88;what-abilities;extra-ability;1;4.6;3.8
vid7;Q3;Can you carefully open and close the dryer door?;4.0;p91;what-abilities;extra-ability;3;5.0;4.2
vid7;Q3;Is there much more washing?;2.0;p93;environment-state;availability;1;6.0;2.6
vid7;Q4;Did you enjoy your task?;4.0;p49;mental-state;emotions;4;5.6;6.2
vid7;Q4;How do you know that the washing cycle is finished before  you open the door?;5.0;p51;how-did-you-know;goal-achieved;1;5.6;6.2
vid7;Q4;CAN IT DO ALL THE WASHING AND TAKING OUT OF CLOTHES ALL OF IT FROM INSTRUCTIONS;3.0;p63;what-abilities;extra-ability;6;4.6;3.8
vid7;Q4;How would you handle this task if the washing machines were in a different room or a different position?;3.0;p74;potential-issues;what-if;5;6.8;5.4
vid8;Q1;How did you figure out how to fold clothes?;4.0;p24;how-did-you-know;steps-to-take;1;4.8;4.6
vid8;Q1;How many clothes can you fold per hour?;5.0;p25;time;task-count-within-time;3;7.0;7.0
vid8;Q1;Why does it seem so struggle with certain pieces of clothing?;2.0;p29;why;why-issues;3;6.6;5.8
vid8;Q1;Which clothes did you fold today?;3.0;p31;execution-details;what-objects;4;7.0;5.4
vid8;Q1;How many clothes can you fold?;4.0;p33;what-abilities;ability-limits;4;6.6;5.6
vid8;Q1;What do we do when a piece of clothing cannot be folded?;5.0;p37;potential-issues;what-if;2;6.2;4.6
vid8;Q1;Are you going to get better at folding clothes?;4.0;p42;what-abilities;ability-to-learn;1;4.2;2.8
vid8;Q1;How long did it take you to fold the clothes;2.0;p44;time;how-long;1;5.2;4.4
vid8;Q1;How many minutes would it take to fold 10 items?;4.0;p45;time;how-long;5;6.0;6.2
vid8;Q1;What made you decide to put the t-shirt you folded back in the basket?;4.0;p52;why;why-did-you;5;6.0;6.2
vid8;Q1;What do you consider a successfully folded piece of clothing?;5.0;p55;mental-state;check-understanding/beliefs;6;7.0;6.2
vid8;Q1;How many items of clothing can you fold per hour?;4.0;p56;time;task-count-within-time;1;6.2;3.4
vid8;Q1;Was the task completed or are there pieces of clothing left as the robot, for whatever reason, couldn't fold them.;3.0;p60;self/task-assessment;success;3;6.6;4.4
vid8;Q1;HOW IS IT PROGRAMMED TO BE ABLE TO KNOW IF IT IS FOLDING PROPERLY?;4.0;p63;potential-issues;how-to-ensure-correctness;6;4.6;3.8
vid8;Q1;Why are the clothes folded in different ways?;1.0;p68;why;why-did-you;3;5.2;4.2
vid8;Q1;How do you recognise different types of clothing?;3.0;p71;technical-details;how-does-it-work;3;4.6;5.4
vid8;Q1;Why was it difficult for you to find the second corner on the second shirt you folded? You took some time with this one. ;3.0;p73;why;why-issues;1;6.4;5.0
vid8;Q1;Why was it having trouble folding the green shirt? ;3.0;p78;why;why-issues;2;5.4;5.6
vid8;Q1;Why did you have trouble folding that t-shirt?;4.0;p84;why;why-issues;2;6.2;6.2
vid8;Q1;Can you do the task more precisely?;4.0;p85;what-abilities;ability-modification;1;7.0;6.0
vid8;Q1;Can you fold all types of clothing? ;4.0;p86;what-abilities;extra-ability;4;5.6;4.2
vid8;Q1;How difficult was it to fold the clothes?;3.0;p87;self/task-assessment;difficulty;1;5.2;3.2
vid8;Q1;Can you tell if they clean or not?;4.0;p88;what-abilities;extra-ability;1;4.6;3.8
vid8;Q1;Did the clothes you folded require any iron or did you already do this?;2.0;p89;future-actions;what-needs-to-be-done;3;5.2;5.4
vid8;Q1;how long will it take;5.0;p90;time;how-long;7;7.0;7.0
vid8;Q1;Did you put the clothes away?;3.0;p93;execution-details;what-actions;1;6.0;2.6
vid8;Q1;was the washing dry enough to fold?;4.0;p97;environment-state;object-properties;1;5.6;5.0
vid8;Q1;Why are you folding clothes?;4.0;p100;why;why-did-you;1;5.6;4.0
vid8;Q2;Did you find folding clothes challenging for you?;4.0;p24;self/task-assessment;difficulty;1;4.8;4.6
vid8;Q2;How easy or difficult it is for you to fold clothes?;5.0;p25;self/task-assessment;difficulty;3;7.0;7.0
vid8;Q2;Can it fold my clothes in different ways or is it only programmed for one?;3.0;p29;what-abilities;ability-modification;3;6.6;5.8
vid8;Q2;Where will you put the folded clothes?;3.0;p31;future-actions;what-next;4;7.0;5.4
vid8;Q2;Can you fold clothes?;5.0;p33;what-abilities;extra-ability;4;6.6;5.6
vid8;Q2;Tell me how you would judge if a piece of clothing is fragile and at risk of tearing?;5.0;p37;potential-issues;how-to-ensure-correctness;2;6.2;4.6
vid8;Q2;How many clean shirts do I have?;5.0;p42;environment-state;availability;1;4.2;2.8
vid8;Q2;Are there any clothes that caused you more effort then the others;1.0;p44;self/task-assessment;difficulty;1;5.2;4.4
vid8;Q2;Can you fold 2 items at the same time?;5.0;p45;what-abilities;ability-modification;5;6.0;6.2
vid8;Q2;Do you get frustrated when things don't go your way?;4.0;p52;mental-state;emotions;5;6.0;6.2
vid8;Q2;Is the speed at which you finish folding a piece of clothing important to you?;3.0;p55;mental-state;preferences;6;7.0;6.2
vid8;Q2;Why did it take so long to fold the second item of clothing?;3.0;p56;why;why-issues;1;6.2;3.4
vid8;Q2;Were any pieces of clothing damaged during the folding process.;5.0;p60;self/task-assessment;correctness;3;6.6;4.4
vid8;Q2;HOW DOES IT TELL THE DIFFERENCE BETWEEN THE TYPES OF CLOTHING E.G TROUSERS FROM T-SHIRTS ETC....;4.0;p63;how-did-you-know;object-properties;6;4.6;3.8
vid8;Q2;Does clothing close to the folding station disrupt your work?;2.0;p68;potential-issues;what-if;3;5.2;4.2
vid8;Q2;What happens if you drop a piece of clothing?;5.0;p71;potential-issues;what-if;3;4.6;5.4
vid8;Q2;Can you also iron clothes?;2.0;p73;what-abilities;extra-ability;1;6.4;5.0
vid8;Q2;Could it fold both tshirts together if that's what I wanted? ;4.0;p78;what-abilities;ability-modification;2;5.4;5.6
vid8;Q2;How long does it take you to fold one t-shirt?;4.0;p84;time;how-long;2;6.2;6.2
vid8;Q2;Can you do the task faster?;4.0;p85;what-abilities;ability-modification;1;7.0;6.0
vid8;Q2;Is there a way to become more efficient with folding? ;3.0;p86;what-abilities;ability-modification;4;5.6;4.2
vid8;Q2;Do you think you took too long to fold the clothes?;3.0;p87;self/task-assessment;performance;1;5.2;3.2
vid8;Q2;Can you differentiate between already folded clothes and unfolded clothes?;3.0;p88;what-abilities;extra-ability;1;4.6;3.8
vid8;Q2;Are there any items that you cannot fold?;2.0;p89;what-abilities;ability-limits;3;5.2;5.4
vid8;Q2;Is there anything left to be folded?;1.0;p93;future-actions;what-needs-to-be-done;1;6.0;2.6
vid8;Q2;where did you store the clean clothes ?;4.0;p97;execution-details;what-location;1;5.6;5.0
vid8;Q2;What is the purpose of folded clothes?;4.0;p100;execution-details;what-goal;1;5.6;4.0
vid8;Q3;Do you separate the clothes according to their colors?;4.0;p24;execution-details;how-was-it-done;1;4.8;4.6
vid8;Q3;Why are you too slow in folding the clothes?;5.0;p25;why;why-issues;3;7.0;7.0
vid8;Q3;Can it remove objects from clothing pockets that the owner forgot about?;2.0;p29;what-abilities;extra-ability;3;6.6;5.8
vid8;Q3;How many clothes can you fold in a minute?;3.0;p31;time;task-count-within-time;4;7.0;5.4
vid8;Q3;How do you fold clothes? Do you know tshirts? Do you know pants?;5.0;p33;mental-state;check-understanding/beliefs;4;6.6;5.6
vid8;Q3;How do we know that a piece of clothing is it's own article and not attached to another shirt or clothing object due to a caught string on a button or zipper?;5.0;p37;how-did-you-know;object-properties;2;6.2;4.6
vid8;Q3;What is your process when folding, you seem to have a hard time of it?;1.0;p42;execution-details;how-was-it-done;1;4.2;2.8
vid8;Q3;Are you able to colour coordinate the clothing?;1.0;p44;what-abilities;extra-ability;1;5.2;4.4
vid8;Q3;Can it identify it's not folding a piece of clothes?;5.0;p45;what-abilities, potential-issues;extra-ability, what-if;5;6.0;6.2
vid8;Q3;Does folding the laundry get boring for it?;4.0;p52;mental-state;emotions;5;6.0;6.2
vid8;Q3;What is the goal you would like to accomplish?;5.0;p55;execution-details;what-goal;6;7.0;6.2
vid8;Q3;What other types of clothing items can you fold?;5.0;p56;what-abilities;ability-list;1;6.2;3.4
vid8;Q3;"Was there any ""colateral damage"", for example - robot threw something off the table or damaged the basket holding the clothing items.";2.0;p60;self/task-assessment;correctness;3;6.6;4.4
vid8;Q3;CAN IT BE PROGRAMMEND TO COLOUR CO-ORDINATE?;4.0;p63;what-abilities;extra-ability;6;4.6;3.8
vid8;Q3;How many clothes it is able to fold per minute.;4.0;p68;time;task-count-within-time;3;5.2;4.2
vid8;Q3;How do you detect and correct mistakes during folding?;5.0;p71;potential-issues;how-to-ensure-correctness;3;4.6;5.4
vid8;Q3;Can you fold clothes in more than one way or style?;2.0;p73;what-abilities;ability-modification;1;6.4;5.0
vid8;Q3;How high can the stack of clothes go before you stop? ;2.0;p78;what-abilities;ability-limits;2;5.4;5.6
vid8;Q3;How do you see the objects around you?;3.0;p84;technical-details;how-does-it-work;2;6.2;6.2
vid8;Q3;Why not be more clever?;3.0;p85;why;why-not-alternative;1;7.0;6.0
vid8;Q3;Can you clean dishes and put them away? ;3.0;p86;what-abilities;extra-ability;4;5.6;4.2
vid8;Q3;How can you tell if the clothes are dry enough to be folded and put away?;4.0;p87;how-did-you-know;object-properties;1;5.2;3.2
vid8;Q3;How fast can you fold laundry?;3.0;p88;time;how-long;1;4.6;3.8
vid8;Q3;Did you notice any damage to any of the clothes that you folded?;2.0;p89;environment-state;object-properties;3;5.2;5.4
vid8;Q3;will the clothes not change color;5.0;p90;environment-state;object-properties;7;7.0;7.0
vid8;Q3;Do i have enough clean and folded tops?;1.0;p93;environment-state;availability;1;6.0;2.6
vid8;Q3;how many clothing items can you fold in an hour?;2.0;p97;time;task-count-within-time;1;5.6;5.0
vid8;Q3;Does your action require a purpose or do you just do exactly as instructed?;3.0;p100;technical-details;who-has-control;1;5.6;4.0
vid8;Q4;Why are we folding clothes?;2.0;p37;why;why-did-you;2;6.2;4.6
vid8;Q4;Are you able to sort the folded clothing in to designated piles so its simple to put away?;2.0;p44;what-abilities;extra-ability;1;5.2;4.4
vid8;Q4;Would like a helping hand with the laundry?;4.0;p52;future-actions;assistance-need;5;6.0;6.2
vid8;Q4;Can you iron the clothes too?;3.0;p87;what-abilities;extra-ability;1;5.2;3.2
vid9;Q1;does the t-shirt needs ironing?;4.0;p21;future-actions;what-needs-to-be-done;3;7.0;5.6
vid9;Q1;Did you ensure that there are no wrinkles when folding?;5.0;p23;self/task-assessment;did-you-ensure;1;6.2;5.4
vid9;Q1;Why fold it the way you do;3.0;p27;why;why-did-you;3;4.8;4.2
vid9;Q1;How are you folding the shirt?;3.0;p28;execution-details;how-was-it-done;2;4.4;3.6
vid9;Q1;What other commands can you obey?;5.0;p29;what-abilities;ability-list;3;6.6;5.8
vid9;Q1;"Why are you folding the t-shirt like that?
";1.0;p32;why;why-did-you;4;5.4;4.2
vid9;Q1;How fast can you do that?;3.0;p35;what-abilities;ability-limits;5;7.0;6.0
vid9;Q1;Why did you fold the sleeves of the t-shirt inwards before folding the whole shirt in half?;5.0;p38;why;why-action-order;4;6.2;4.8
vid9;Q1;did you fold it neatly;5.0;p41;self/task-assessment;performance;1;6.4;3.4
vid9;Q1;Why have you decided to fold it that way?;1.0;p44;why;why-did-you;1;5.2;4.4
vid9;Q1;Why does it fold the t-shirt so slow?;5.0;p45;why;why-issues;5;6.0;6.2
vid9;Q1;Did you enjoy folding the shirt?;1.0;p47;mental-state;emotions;3;5.0;4.6
vid9;Q1;Do you think you did a great job with the folding?;4.0;p49;self/task-assessment;performance;4;5.6;6.2
vid9;Q1;How easy it is to complete the task ;5.0;p50;self/task-assessment;difficulty;1;6.6;6.6
vid9;Q1;Is it difficult for you to fold clothes?;2.0;p53;self/task-assessment;difficulty;1;4.2;3.4
vid9;Q1;How did you ensure the shirt was folded so as not to crease it?;4.0;p58;potential-issues;how-to-ensure-correctness;1;5.8;4.6
vid9;Q1;Arw you able to fold the clothes without any problem?;4.0;p59;self/task-assessment;difficulty;3;3.2;2.8
vid9;Q1;CAN IT PACK ACORDDING TO HOUSING E.G TROUSER ,SHIRTS ,;3.0;p63;what-abilities;extra-ability;6;4.6;3.8
vid9;Q1;Was the shirt properly ironed before being folded.;3.0;p64;self/task-assessment;correctness;1;5.0;4.4
vid9;Q1;Can you do the task faster?;4.0;p72;what-abilities;ability-modification;1;6.6;6.2
vid9;Q1;Why did you not fold the t-shirt faster?;5.0;p74;why;why-issues;5;6.8;5.4
vid9;Q1;Can you teach me how to do that?;5.0;p77;what-abilities;extra-ability;1;6.6;5.4
